,MSZoning,LotArea,Street,Has_Alley,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,HeatingQC,GrLivArea,BedroomAbvGr,GarageCars,SaleCondition,has_fence,pool,SalePrice
823,RL,9900,1,0,1Fam,1.5Fin,average,good,1940,TA,1489,3,1,Normal,1,0,139500
824,FV,11216,1,0,1Fam,1Story,good,average,2006,Ex,1489,3,2,Partial,0,0,232600
825,RL,14803,1,0,1Fam,1Story,good,average,2007,Ex,2084,2,3,Partial,0,0,385000
826,RM,6130,1,0,1Fam,1.5Unf,average,average,1924,Gd,784,2,0,Normal,0,0,109500
827,RL,8529,1,0,1Fam,1Story,good,average,2001,Ex,1434,3,2,Normal,0,0,189000
828,RL,28698,1,0,1Fam,2Story,average,average,1967,TA,2126,3,2,Abnorml,0,0,185000
829,FV,2544,1,1,Twnhs,2Story,good,average,2005,Ex,1223,2,2,Normal,0,0,147400
830,RL,11900,1,0,1Fam,1Story,average,average,1957,TA,1392,3,2,Normal,0,0,166000
831,FV,3180,1,1,TwnhsE,2Story,good,average,2005,Ex,1200,2,2,Normal,0,0,151000
832,RL,9548,1,0,1Fam,2Story,good,average,2003,Ex,1829,3,2,Normal,0,0,237000
833,RL,10004,1,0,1Fam,1Story,average,average,1964,TA,1516,3,2,Normal,0,0,167000
834,RL,7875,1,0,1Fam,1Story,average,average,1961,Gd,1144,3,2,Normal,1,0,139950
835,RL,9600,1,0,1Fam,1Story,average,good,1950,TA,1067,2,2,Normal,0,0,128000
836,RM,8100,1,1,1Fam,1Story,average,average,1948,Gd,1559,2,2,Normal,1,0,153500
837,RM,1680,1,0,Twnhs,2Story,average,average,1973,TA,987,2,1,Normal,0,0,100000
838,RL,9525,1,0,1Fam,1Story,average,average,1995,Ex,1099,3,1,Normal,0,0,144000
839,RL,11767,1,0,1Fam,1.5Fin,average,average,1946,Ex,1200,3,1,Normal,0,0,130500
840,RH,12155,1,0,1Fam,2Story,average,good,1925,TA,1482,4,1,Normal,0,0,140000
841,RM,10440,1,1,1Fam,2Story,average,good,1904,Gd,1539,3,2,Normal,0,0,157500
842,RL,9020,1,0,1Fam,SLvl,average,good,1966,TA,1165,3,2,Normal,1,0,174900
843,RL,8000,1,0,Duplex,1Story,average,average,1961,Ex,1800,6,0,Normal,0,0,141000
844,RM,12665,1,1,1Fam,1.5Fin,average,good,1915,Gd,1416,4,3,Normal,0,0,153900
845,RL,16647,1,0,1Fam,SFoyer,average,average,1975,TA,1701,3,2,Normal,0,0,171000
846,RL,9317,1,0,1Fam,2Story,good,average,1993,Ex,1775,3,2,Normal,0,0,213000
847,RL,15523,1,0,1Fam,1Story,average,average,1972,Ex,864,3,1,Normal,0,0,133500
848,RL,45600,1,0,1Fam,1.5Fin,average,good,1908,TA,2358,5,2,Normal,0,0,240000
849,RL,9600,1,0,1Fam,SLvl,average,good,1976,Ex,1855,3,2,Normal,0,0,187000
850,RM,4435,1,0,TwnhsE,1Story,average,average,2003,Ex,848,1,2,Normal,0,0,131500
851,RL,3196,1,0,TwnhsE,1Story,good,average,2003,Ex,1456,2,2,Normal,0,0,215000
852,RL,7128,1,0,1Fam,2.5Unf,good,average,1941,Gd,1646,4,1,Normal,1,0,164000
853,RL,12095,1,0,1Fam,SLvl,average,average,1964,TA,1445,3,2,Normal,1,0,158000
854,RL,17920,1,0,1Fam,1Story,average,average,1955,TA,1779,3,2,Abnorml,0,0,170000
855,RL,6897,1,0,1Fam,1Story,average,good,1962,Ex,1040,3,1,Normal,0,0,127000
856,RL,10970,1,0,1Fam,SLvl,average,average,1978,TA,1026,3,2,Normal,1,0,147000
857,RL,8125,1,0,1Fam,2Story,average,average,1994,Gd,1481,3,2,Normal,0,0,174000
858,RL,10400,1,0,1Fam,1Story,good,average,1976,TA,1370,3,2,Family,1,0,152000
859,RL,11029,1,0,1Fam,2Story,average,good,1968,TA,2654,4,2,Normal,0,0,250000
860,RL,7642,1,0,1Fam,1.5Fin,good,good,1918,Gd,1426,3,1,Normal,1,0,189950
861,RL,11625,1,0,2fmCon,1Story,average,average,1965,Ex,1039,3,2,Normal,0,0,131500
862,RL,9672,1,0,1Fam,1Story,average,average,1984,TA,1097,3,2,Normal,1,0,152000
863,RL,7931,1,0,1Fam,1Story,average,average,1959,TA,1148,3,1,Normal,1,0,132500
864,FV,8640,1,0,1Fam,1Story,good,average,2007,Ex,1372,3,2,Partial,0,0,250580
865,RL,8750,1,0,1Fam,1Story,average,average,1970,TA,1002,3,2,Normal,1,0,148500
866,RL,10656,1,0,1Fam,1Story,good,average,2006,Ex,1646,3,3,Partial,0,0,248900
867,RL,6970,1,0,1Fam,1Story,average,average,1961,TA,1120,3,2,Normal,0,0,129000
868,RL,14762,1,0,1Fam,2Story,average,average,1948,Gd,2320,2,2,Normal,0,0,169000
869,RL,9938,1,0,1Fam,2Story,good,average,1993,Ex,1949,3,2,Normal,1,0,236000
870,RL,6600,1,0,1Fam,1Story,average,average,1962,Gd,894,2,1,Normal,0,0,109500
871,RL,8750,1,0,1Fam,2Story,average,average,1998,Ex,1682,3,2,Normal,0,0,200500
872,RL,8892,1,0,1Fam,1Story,average,good,1953,Gd,910,3,2,Normal,1,0,116000
873,RL,12144,1,0,1Fam,1Story,average,good,1949,Gd,1268,3,1,Normal,0,0,133000
874,RM,5720,1,0,1Fam,1.5Fin,average,average,1941,Ex,1131,3,1,Abnorml,0,0,66500
875,FV,9000,1,0,1Fam,2Story,good,average,2007,Ex,2610,4,2,Partial,0,0,303477
876,RL,25286,1,0,1Fam,1Story,average,average,1963,Gd,1040,3,2,Normal,0,0,132250
877,RL,8834,1,0,1Fam,2Story,good,average,2004,Ex,2224,4,3,Normal,0,0,350000
878,RL,11782,1,0,1Fam,SFoyer,average,good,1961,TA,1155,3,2,Normal,1,0,148000
879,RL,7000,1,0,1Fam,1Story,average,good,1978,Ex,864,3,1,Normal,1,0,136500
880,RL,7024,1,0,1Fam,1Story,average,average,2005,Gd,1090,2,2,Normal,0,0,157000
881,RL,13758,1,0,1Fam,1.5Fin,good,average,1990,Ex,1717,3,2,Normal,0,0,187500
882,RL,9636,1,0,1Fam,2Story,average,average,1992,Gd,1593,3,2,Normal,1,0,178000
883,RL,6204,1,0,1Fam,2.5Fin,average,average,1912,TA,2230,5,1,Normal,0,0,118500
884,RL,7150,1,0,1Fam,1Story,average,average,1967,TA,892,3,1,Normal,1,0,100000
885,FV,5119,1,0,TwnhsE,1Story,good,average,1999,Ex,1709,2,2,Abnorml,0,0,328900
886,RL,8393,1,0,Duplex,1Story,average,average,1959,Ex,1712,4,2,Family,0,0,145000
887,RL,16466,1,0,1Fam,1.5Fin,average,good,1955,TA,1393,3,1,Normal,0,0,135500
888,RL,15865,1,0,1Fam,1Story,good,average,1970,Ex,2217,4,2,Normal,0,0,268000
889,RL,12160,1,0,1Fam,1Story,average,average,1953,Ex,1505,2,2,Normal,0,0,149500
890,RL,8064,1,0,1Fam,1.5Fin,average,good,1949,Ex,924,3,2,Normal,1,0,122900
891,RL,11184,1,0,1Fam,2Story,average,average,1978,Gd,1683,3,2,Normal,0,0,172500
892,RL,8414,1,0,1Fam,1Story,average,good,1963,TA,1068,3,1,Normal,1,0,154500
893,RL,13284,1,0,1Fam,1Story,average,average,1954,TA,1383,3,1,Normal,1,0,165000
894,RL,7018,1,0,Duplex,1Story,average,average,1979,TA,1535,4,2,Alloca,0,0,118858
895,RL,7056,1,0,1Fam,2Story,average,average,1963,TA,1796,4,2,Normal,0,0,140000
896,RM,8765,1,1,1Fam,1Story,average,average,1936,Ex,951,2,1,Abnorml,0,0,106500
897,RL,7018,1,0,Duplex,2Story,average,average,1979,TA,2240,6,2,Alloca,0,0,142953
898,RL,12919,1,0,1Fam,1Story,good,average,2009,Ex,2364,2,3,Partial,0,0,611657
899,RL,6993,1,0,1Fam,1Story,average,good,1961,TA,1236,3,1,Normal,0,0,135000
900,RL,7340,1,0,1Fam,1Story,average,average,1971,TA,858,2,1,Normal,0,0,110000
901,RL,8712,1,0,1Fam,1Story,average,good,1957,TA,1306,2,1,Normal,0,0,153000
902,RL,7875,1,0,1Fam,2Story,good,average,2003,Ex,1509,3,2,Normal,0,0,180000
903,RL,14859,1,0,1Fam,1Story,good,average,2006,Ex,1670,3,3,Partial,0,0,240000
904,RL,6173,1,0,1Fam,1Story,average,average,1967,TA,902,3,1,Normal,1,0,125500
905,RL,9920,1,0,1Fam,1Story,average,average,1954,TA,1063,3,1,Normal,1,0,128000
906,RL,13501,1,0,1Fam,1Story,good,average,2006,Ex,1636,3,3,Normal,0,0,255000
907,RL,11500,1,0,1Fam,1.5Fin,good,good,1936,Gd,2057,3,1,Normal,0,0,250000
908,RL,8885,1,0,1Fam,1Story,average,average,1983,TA,902,2,2,Normal,1,0,131000
909,RL,12589,1,0,1Fam,2Story,average,average,2005,Ex,1484,3,2,Normal,0,0,174000
910,RL,11600,1,0,Duplex,2Story,average,average,1960,TA,2274,5,2,Normal,0,0,154300
911,RL,9286,1,0,1Fam,1Story,average,good,1977,TA,1268,3,1,Normal,0,0,143500
912,RM,6120,1,0,1Fam,1Story,average,good,1925,TA,1015,3,1,Abnorml,1,0,88000
913,RH,6270,1,0,Duplex,2Story,average,average,1949,TA,2002,4,3,Normal,0,0,145000
914,FV,3000,1,1,TwnhsE,2Story,average,average,2009,Ex,1224,2,2,Partial,0,0,173733
915,RM,2001,1,0,Twnhs,2Story,average,average,1970,Fa,1092,3,1,Normal,0,0,75000
916,C (all),9000,1,0,1Fam,1Story,bad,bad,1949,TA,480,1,1,Abnorml,0,0,35311
917,RL,17140,1,0,1Fam,1Story,average,average,1956,Ex,1229,3,1,Normal,0,0,135000
918,RL,13125,1,0,1Fam,2Story,good,average,1991,Ex,2127,4,3,Normal,1,0,238000
919,RL,11029,1,0,1Fam,1Story,average,good,1958,Ex,1414,3,2,Normal,0,0,176500
920,RL,8462,1,0,1Fam,2Story,average,average,1994,Ex,1721,3,2,Normal,0,0,201000
921,RL,8777,1,0,Duplex,1.5Fin,average,good,1900,Gd,2200,4,0,Normal,1,0,145900
922,RL,10237,1,0,1Fam,1Story,average,average,2005,Ex,1316,3,2,Partial,0,0,169990
923,RL,8012,1,0,TwnhsE,1Story,average,average,1993,Ex,1617,2,2,Normal,0,0,193000
924,RL,10240,1,0,1Fam,1Story,average,average,1980,TA,1686,3,2,Normal,0,0,207500
925,RL,15611,1,0,1Fam,1Story,average,average,1977,TA,1126,3,2,Abnorml,0,0,175000
926,RL,11999,1,0,1Fam,2Story,good,average,2003,Ex,2374,4,3,Normal,0,0,285000
927,RL,9900,1,0,1Fam,2Story,good,average,1968,Gd,1978,4,2,Normal,1,0,176000
928,RL,11838,1,0,1Fam,1Story,good,average,2001,Ex,1788,3,2,Normal,0,0,236500
929,RL,13006,1,0,1Fam,2Story,good,average,1997,Gd,2236,4,2,Normal,0,0,222000
930,RL,8925,1,0,1Fam,1Story,good,average,2007,Ex,1466,3,3,Normal,0,0,201000
931,RL,9100,1,0,1Fam,1Story,average,average,1965,Ex,925,2,1,Normal,1,0,117500
932,RL,11670,1,0,1Fam,1Story,good,average,2006,Ex,1905,3,3,Normal,0,0,320000
933,RL,8487,1,0,1Fam,1Story,good,average,2004,Ex,1500,3,2,Normal,0,0,190000
934,RL,27650,1,0,1Fam,1Story,good,good,1960,Ex,2069,4,2,Normal,0,0,242000
935,RL,5825,1,0,1Fam,1Story,average,average,1926,Gd,747,1,2,Normal,0,0,79900
936,RL,10083,1,0,1Fam,1Story,good,average,2003,Ex,1200,2,2,Normal,0,0,184900
937,RL,9675,1,0,1Fam,2Story,good,average,2005,Ex,1971,3,2,Normal,0,0,253000
938,RL,8760,1,0,1Fam,2Story,good,average,2006,Ex,1962,3,3,Partial,0,0,239799
939,RL,24090,1,0,1Fam,2Story,good,good,1940,Ex,2403,4,1,Normal,0,0,244400
940,RL,12640,1,0,Duplex,1Story,average,average,1976,TA,1728,4,2,Normal,0,0,150900
941,RL,8755,1,0,1Fam,2Story,good,average,1999,Ex,2060,3,2,Normal,1,0,214000
942,RL,7711,1,0,Duplex,1Story,average,bad,1977,TA,1440,4,0,Abnorml,0,0,150000
943,RL,25000,1,0,Duplex,1Story,average,average,1967,TA,1632,4,2,Normal,0,0,143000
944,RL,14375,1,0,1Fam,SLvl,average,average,1958,Gd,1344,3,2,Abnorml,0,0,137500
945,RM,8820,1,0,1Fam,1.5Fin,average,average,1890,TA,1869,2,2,Normal,1,0,124900
946,RL,8163,1,0,1Fam,SLvl,average,average,1959,TA,1144,3,1,Normal,0,0,143000
947,RL,14536,1,0,1Fam,1Story,good,average,2002,Ex,1629,3,3,Normal,0,0,270000
948,RL,14006,1,0,1Fam,2Story,good,average,2002,Ex,1776,3,2,Normal,0,0,192500
949,RL,9360,1,0,1Fam,1Story,average,good,1972,TA,1381,3,2,Normal,0,0,197500
950,RL,7200,1,0,1Fam,1Story,average,good,1950,Gd,864,3,2,Normal,0,0,129000
951,RH,7800,1,0,1Fam,1Story,average,average,1965,Gd,965,3,1,Abnorml,1,0,119900
952,RL,7200,1,0,1Fam,SFoyer,average,good,1972,Gd,768,2,1,Normal,1,0,133900
953,RL,11075,1,0,1Fam,2Story,average,average,1969,Ex,1968,4,2,Normal,1,0,172000
954,RL,9400,1,0,Duplex,SFoyer,average,average,1975,TA,980,4,0,AdjLand,0,0,127500
955,RH,7136,1,0,Duplex,2Story,average,average,1946,TA,1958,4,2,Normal,0,0,145000
956,RM,1300,1,0,TwnhsE,2Story,average,average,1980,TA,1229,2,2,Normal,1,0,124000
957,RL,7420,1,0,1Fam,1Story,average,average,1962,TA,1057,3,2,Normal,0,0,132000
958,RL,8450,1,0,1Fam,1Story,good,average,2003,Ex,1337,3,2,Normal,0,0,185000
959,FV,2572,1,0,Twnhs,2Story,good,average,1999,Ex,1416,3,2,Normal,0,0,155000
960,RL,7207,1,0,1Fam,1Story,average,good,1958,Gd,858,2,0,Normal,0,0,116500
961,RL,12227,1,0,1Fam,2Story,average,good,1977,TA,2872,4,2,Normal,0,0,272000
962,RL,2308,1,0,TwnhsE,2Story,average,average,1976,TA,1548,3,2,Normal,0,0,155000
963,RL,11923,1,0,1Fam,1Story,good,average,2007,Ex,1800,2,2,Normal,0,0,239000
964,RL,11316,1,0,1Fam,2Story,good,average,2002,Ex,1894,4,2,Normal,0,0,214900
965,RL,10237,1,0,1Fam,2Story,average,average,2005,Ex,1484,3,2,Partial,0,0,178900
966,RL,9600,1,0,1Fam,1.5Fin,average,good,1940,Ex,1308,2,1,Normal,0,0,160000
967,RL,7390,1,0,1Fam,1Story,average,good,1955,TA,1098,3,1,Normal,0,0,135000
968,RM,5925,1,0,1Fam,1.5Fin,bad,average,1910,Fa,968,2,0,Abnorml,1,0,37900
969,RL,10382,1,0,2fmCon,SLvl,average,average,1958,TA,1095,2,1,Normal,0,0,140000
970,RL,10800,1,0,1Fam,1.5Fin,average,average,1949,TA,1192,4,0,Abnorml,0,0,135000
971,RL,2268,1,0,Twnhs,2Story,good,average,2003,Ex,1626,2,2,Normal,0,0,173000
972,RL,7892,1,0,TwnhsE,1Story,average,average,1979,TA,918,2,1,Normal,0,0,99500
973,FV,11639,1,0,1Fam,1Story,good,average,2007,Ex,1428,3,2,Partial,0,0,182000
974,RL,11414,1,0,1Fam,2Story,good,good,1910,TA,2019,3,2,Normal,1,0,167500
975,FV,2651,1,0,Twnhs,2Story,good,average,2000,Ex,1382,3,2,Normal,0,0,165000
976,RL,5900,1,0,1Fam,1Story,average,good,1923,TA,869,2,0,Normal,0,0,85500
977,FV,4274,1,1,TwnhsE,1Story,good,average,2006,Ex,1241,1,2,Partial,0,0,199900
978,RL,9450,1,0,1Fam,1Story,average,average,1954,Ex,894,3,2,Abnorml,0,0,110000
979,RL,8816,1,0,1Fam,1Story,average,average,1963,TA,1121,3,2,Normal,1,0,139000
980,RL,12122,1,0,1Fam,SFoyer,good,good,1961,Gd,999,3,2,Normal,0,0,178400
981,RL,12203,1,0,1Fam,2Story,good,average,1998,Ex,2612,4,3,Normal,0,0,336000
982,RL,3182,1,0,1Fam,1Story,good,average,2007,Ex,1266,2,2,Normal,0,0,159895
983,RL,11250,1,0,1Fam,2Story,good,average,2002,Ex,2290,4,2,Normal,0,0,255900
984,RL,10125,1,0,Duplex,1.5Fin,average,average,1977,TA,1734,4,2,Normal,0,0,126000
985,RL,10880,1,0,2fmCon,1Story,average,average,1950,TA,1164,3,1,Normal,0,0,125000
986,RM,5310,1,0,1Fam,1.5Fin,average,good,1910,Gd,1635,2,1,Normal,0,0,117000
987,RL,10159,1,0,1Fam,1Story,good,average,2009,Ex,1940,3,3,Partial,0,0,395192
988,RL,12046,1,0,1Fam,2Story,average,average,1976,TA,2030,4,2,Normal,0,0,195000
989,FV,8125,1,0,1Fam,2Story,good,average,2006,Ex,1576,3,2,Partial,0,0,197000
990,RL,9452,1,0,1Fam,2Story,good,average,1997,Ex,2392,3,3,Normal,0,0,348000
991,RM,17671,1,1,1Fam,2Story,good,good,1882,Gd,1742,4,2,Normal,0,0,168000
992,RL,9760,1,0,1Fam,2Story,average,good,1964,Gd,1851,3,2,Normal,1,0,187000
993,RL,8846,1,0,1Fam,2Story,average,average,2005,Ex,1500,3,2,Partial,0,0,173900
994,RL,12456,1,0,1Fam,1Story,good,average,2006,Ex,1718,3,3,Normal,0,0,337500
995,RL,4712,1,0,1Fam,1.5Fin,average,good,1946,TA,1230,3,1,Abnorml,1,0,121600
996,RL,10659,1,0,1Fam,1Story,average,average,1961,TA,1050,3,1,Normal,0,0,136500
997,RL,11717,1,0,1Fam,1Story,average,average,1970,TA,1442,2,2,Normal,0,0,185000
998,RM,9786,1,0,1Fam,1Story,bad,average,1922,Fa,1077,3,1,Normal,0,0,91000
999,RL,6762,1,0,1Fam,1Story,good,average,2006,Ex,1208,2,2,Normal,0,0,206000
1000,RL,10206,1,0,1Fam,1Story,bad,bad,1952,Fa,944,2,2,Normal,0,0,82000
1001,RL,5400,1,0,1Fam,1Story,average,average,1920,Ex,691,2,1,Abnorml,0,0,86000
1002,RL,11957,1,0,1Fam,1Story,good,average,2006,Ex,1574,3,3,Normal,0,0,232000
1003,RL,11500,1,0,Duplex,1Story,average,average,1976,Fa,1680,4,2,Normal,0,0,136905
1004,RL,3182,1,0,TwnhsE,1Story,good,average,2005,Ex,1504,1,2,Normal,0,0,181000
1005,RL,8385,1,0,1Fam,SLvl,average,good,1977,TA,985,3,1,Normal,0,0,149900
1006,RL,12155,1,0,1Fam,1Story,average,bad,1970,Gd,1657,3,2,Normal,0,0,163500
1007,RM,2217,1,0,TwnhsE,2Story,average,average,1970,TA,1092,3,1,Normal,0,0,88000
1008,RL,12118,1,0,1Fam,1Story,good,average,2004,Ex,1710,3,2,Normal,0,0,240000
1009,RL,6000,1,0,1Fam,1.5Fin,average,average,1926,Ex,1522,4,0,Normal,0,0,102000
1010,RL,21286,1,0,1Fam,1.5Fin,average,average,1948,TA,1271,4,1,Normal,0,0,135000
1011,RL,9825,1,0,Duplex,1Story,average,average,1965,TA,1664,4,0,Normal,0,0,100000
1012,RL,10592,1,0,1Fam,2Story,average,good,1923,TA,1502,3,1,Normal,0,0,165000
1013,RM,7200,1,0,1Fam,1Story,average,average,1910,TA,1022,2,1,Normal,0,0,85000
1014,RL,11664,1,0,1Fam,1Story,average,average,1948,TA,1082,2,1,Normal,0,0,119200
1015,RL,8400,1,0,1Fam,2Story,good,average,2001,Ex,1665,3,2,Normal,0,0,227000
1016,RL,11883,1,0,1Fam,1Story,good,average,1996,Ex,1504,3,2,Normal,0,0,203000
1017,RL,5814,1,0,TwnhsE,1Story,good,average,1984,Gd,1360,1,2,Abnorml,0,0,187500
1018,RL,10784,1,0,1Fam,SLvl,good,average,1991,Gd,1472,3,2,Normal,0,0,160000
1019,RL,3013,1,0,TwnhsE,1Story,good,average,2005,Ex,1506,2,2,Normal,0,0,213490
1020,RL,7024,1,0,1Fam,1Story,average,average,2005,Ex,1132,2,2,Normal,0,0,176000
1021,RL,7406,1,0,1Fam,1Story,good,average,2006,Ex,1220,2,2,Partial,0,0,194000
1022,RM,9439,1,0,1Fam,1.5Fin,average,average,1930,Gd,1248,2,1,Normal,0,0,87000
1023,RL,3182,1,0,TwnhsE,1Story,good,average,2005,Ex,1504,2,2,Normal,0,0,191000
1024,RL,15498,1,0,1Fam,1Story,good,average,1976,TA,2898,2,2,Abnorml,0,0,287000
1025,RL,7700,1,0,1Fam,1Story,average,average,1972,TA,882,3,2,Normal,1,0,112500
1026,RL,9300,1,0,1Fam,1Story,average,average,1960,TA,1264,3,2,Normal,0,0,167500
1027,RL,9520,1,0,1Fam,1Story,good,average,2007,Ex,1646,3,3,Partial,0,0,293077
1028,RL,9492,1,0,1Fam,1.5Fin,average,average,1941,TA,1376,3,1,Normal,0,0,105000
1029,RM,1680,1,0,Twnhs,2Story,average,good,1972,Gd,1218,3,1,Normal,0,0,118000
1030,RH,7082,1,0,2fmCon,2Story,average,good,1916,Gd,1928,5,0,Normal,0,0,160000
1031,RL,15863,1,0,1Fam,2.5Fin,good,bad,1920,Ex,3082,5,2,Normal,0,0,197000
1032,RL,14541,1,0,1Fam,2Story,good,good,1993,Ex,2520,5,3,Abnorml,0,0,310000
1033,RL,8125,1,0,1Fam,1Story,good,average,2002,Ex,1654,3,3,Normal,0,0,230000
1034,RL,6305,1,0,1Fam,1Story,average,good,1938,Ex,954,2,1,Normal,1,0,119750
1035,RL,11500,1,0,1Fam,1Story,average,bad,1957,Ex,845,3,1,Normal,0,0,84000
1036,RL,12898,1,0,1Fam,1Story,good,average,2007,Ex,1620,2,3,Normal,0,0,315500
1037,RL,9240,1,0,1Fam,2Story,good,average,2001,Ex,2263,3,2,Normal,0,0,287000
1038,RM,1533,1,0,Twnhs,2Story,average,average,1970,TA,1344,3,0,Normal,0,0,97000
1039,RM,1477,1,0,TwnhsE,SFoyer,average,average,1970,TA,630,1,1,Normal,0,0,80000
1040,RL,13125,1,0,1Fam,1Story,average,average,1957,Ex,1803,3,2,Normal,1,0,155000
1041,RL,9130,1,0,1Fam,2Story,average,good,1966,Gd,1632,4,2,Normal,0,0,173000
1042,RL,5381,1,0,Twnhs,1Story,average,average,2005,Ex,1306,1,2,Normal,0,0,196000
1043,RL,11839,1,0,1Fam,2Story,good,average,1990,Ex,2329,4,2,Normal,0,0,262280
1044,RL,9600,1,0,1Fam,1Story,good,average,1981,TA,2524,4,2,Normal,1,0,278000
1045,RL,13680,1,0,1Fam,1Story,bad,average,1955,Ex,1733,4,2,Normal,0,0,139600
1046,RL,16056,1,0,1Fam,2Story,good,average,2005,Ex,2868,4,3,Partial,0,0,556581
1047,RL,9245,1,0,1Fam,1Story,average,average,1994,Ex,990,3,2,Normal,0,0,145000
1048,RL,21750,1,0,1Fam,1Story,average,average,1960,TA,1771,3,2,Normal,1,0,115000
1049,RL,11100,1,0,1Fam,1Story,average,good,1946,Ex,930,2,1,Abnorml,0,0,84900
1050,RL,8993,1,0,1Fam,1Story,good,average,2007,Ex,1302,3,2,Partial,0,0,176485
1051,RL,11175,1,0,1Fam,1Story,good,average,2007,Ex,1316,3,2,Partial,0,0,200141
1052,RL,9500,1,0,1Fam,2Story,average,average,1964,TA,1977,4,2,Normal,1,0,165000
1053,RL,8562,1,0,1Fam,1Story,average,average,1957,Ex,1526,4,1,Normal,0,0,144500
1054,RL,11367,1,0,1Fam,2Story,good,average,2002,Ex,1989,3,2,Normal,0,0,255000
1055,RL,11361,1,0,1Fam,1Story,average,average,1976,TA,1523,3,2,Abnorml,1,0,180000
1056,RL,7052,1,0,TwnhsE,1Story,good,average,2005,Ex,1364,2,2,Normal,0,0,185850
1057,RL,29959,1,0,1Fam,2Story,good,average,1994,Ex,1850,3,2,Normal,0,0,248000
1058,RL,11308,1,0,1Fam,2Story,good,average,2008,Ex,2184,3,3,Normal,0,0,335000
1059,RL,11275,1,0,1Fam,1.5Fin,average,good,1932,TA,1991,3,2,Normal,0,0,220000
1060,RL,4920,1,0,TwnhsE,1Story,good,average,2001,Ex,1338,2,2,Normal,0,0,213500
1061,C (all),18000,0,0,1Fam,1Story,bad,average,1935,TA,894,2,3,Normal,0,0,81000
1062,RM,13600,1,1,2fmCon,2Story,average,average,1900,TA,2337,5,2,Normal,0,0,90000
1063,RM,6000,1,0,1Fam,1Story,average,average,1925,Gd,1103,2,2,Normal,1,0,110500
1064,RL,11000,1,0,1Fam,1Story,average,average,1966,Ex,1154,3,2,Normal,1,0,154000
1065,RL,14000,1,0,1Fam,2Story,good,average,1996,Ex,2260,3,2,Normal,0,0,328000
1066,RL,7837,1,0,1Fam,2Story,average,good,1993,Gd,1571,3,2,Normal,0,0,178000
1067,RL,9760,1,0,1Fam,2Story,average,average,1964,TA,1611,4,2,Normal,0,0,167900
1068,RM,3964,1,0,TwnhsE,2Story,average,average,1973,Gd,2521,5,2,Normal,1,0,151400
1069,RL,9600,1,0,1Fam,1.5Unf,average,good,1949,TA,893,2,2,Normal,0,0,135000
1070,RL,10152,1,0,1Fam,1Story,average,average,1956,TA,1048,3,1,Normal,0,0,135000
1071,RL,11700,1,0,1Fam,2Story,average,average,1968,Ex,1556,4,2,Normal,0,0,154000
1072,RL,7585,1,0,1Fam,1.5Fin,average,bad,1948,Fa,1456,4,1,Normal,0,0,91500
1073,RL,7950,1,0,1Fam,2Story,average,average,1977,TA,1426,3,2,Normal,1,0,159500
1074,RL,8556,1,0,1Fam,1Story,good,average,2006,Ex,1240,2,3,Normal,0,0,194000
1075,RL,13125,1,0,1Fam,2Story,good,average,1940,TA,1740,3,1,Normal,0,0,219500
1076,RL,10800,1,1,1Fam,1.5Fin,average,good,1936,Gd,1466,3,2,Normal,0,0,170000
1077,RL,15870,1,0,1Fam,1Story,average,average,1969,Ex,1096,3,1,Abnorml,0,0,138800
1078,RM,4435,1,0,TwnhsE,1Story,average,average,2004,Ex,848,1,2,Normal,0,0,155900
1079,RL,8775,1,0,1Fam,1Story,average,average,1994,Gd,990,3,1,Normal,0,0,126000
1080,RL,11040,1,0,1Fam,1Story,average,good,1971,Ex,1258,3,2,Abnorml,0,0,145000
1081,RL,7500,1,0,1Fam,1Story,average,average,1963,Fa,1040,3,1,Normal,1,0,133000
1082,RL,8749,1,0,1Fam,1Story,good,average,2002,Ex,1459,3,2,Normal,0,0,192000
1083,RL,8800,1,0,1Fam,1Story,average,average,1964,TA,1251,3,1,Normal,1,0,160000
1084,RL,13031,1,0,1Fam,2Story,average,average,1995,Gd,1498,3,2,Normal,0,0,187500
1085,RL,9069,1,0,1Fam,SFoyer,average,average,1992,Ex,996,2,2,Normal,0,0,147000
1086,RM,1974,1,0,TwnhsE,2Story,average,average,1973,TA,1092,3,1,Normal,0,0,83500
1087,FV,10574,1,0,1Fam,2Story,good,average,2005,Ex,1953,3,3,Normal,0,0,252000
1088,RM,2522,1,0,Twnhs,2Story,good,average,2004,Ex,1709,3,2,Normal,0,0,137500
1089,FV,3316,1,1,TwnhsE,1Story,good,average,2005,Ex,1247,1,2,Normal,0,0,197000
1090,RL,8544,1,0,Duplex,1Story,bad,average,1950,Fa,1040,2,2,Normal,0,0,92900
1091,FV,2160,1,1,Twnhs,2Story,good,average,1999,Ex,1252,2,2,Normal,0,0,160000
1092,RL,8400,1,0,1Fam,1.5Fin,average,average,1925,Fa,1694,4,2,Normal,0,0,136500
1093,RL,9230,1,0,1Fam,1Story,average,good,1965,Gd,1200,1,2,Normal,1,0,146000
1094,RL,5868,1,0,1Fam,1Story,average,good,1956,Ex,936,2,1,Normal,0,0,129000
1095,RL,9317,1,0,1Fam,1Story,average,average,2006,Gd,1314,3,2,Normal,0,0,176432
